L1	L2	species	specimen	oligoID	pmTm
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured bacterium OLDB-C4	HIT 4622	58.8
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured bacterium OLDB-C4	HIT 4623	57.5
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured Bacteroides sp. NO2-1	HIT 1975	58.3
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured Bacteroides sp. NO2-1	HIT 1976	59.6
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured Bacteroides sp. NO2-1	HIT 27	60.7
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured Bacteroides sp. NO2-1	HIT 4622	58.8
Bacteroidetes	Bacteroides uniformis et rel.	Bacteroides uniformis	uncultured Bacteroides sp. NO2-1	HIT 4623	57.5
Bacteroidetes	Bacteroides uniformis et rel.	uncultured Bacteroides sp. NS2A11	uncultured Bacteroides sp. NS2A11	HIT 1	60
Bacteroidetes	Bacteroides uniformis et rel.	uncultured Bacteroides sp. NS2A11	uncultured Bacteroides sp. NS2A11	HIT 2	57.8
Bacteroidetes	Bacteroides uniformis et rel.	uncultured Bacteroides sp. NS2A11	uncultured Bacteroides sp. NS2A11	HIT 3	60.4
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	bacterium adhufec27	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	bacterium adhufec27	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	bacterium adhufec27	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	bacterium adhufec27	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	bacterium adhufec27	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	bacterium adhufec27	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	Uncultured bacterium clone Eldhufec060	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	Uncultured bacterium clone Eldhufec060	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	bacterium adhufec27	Uncultured bacterium clone Eldhufec060	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides sp. CS21	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides sp. CS21	HIT 3667	58.9
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides sp. CS21	HIT 3907	56.4
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides vulgatus	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides vulgatus	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides vulgatus	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	Bacteroides vulgatus	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium cadhufec124c10	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium cadhufec124c10	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium cadhufec124c10	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium cadhufec19d10	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium cadhufec19d10	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium cadhufec19d10	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LCRC23	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LCRC23	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LCRC23	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LS86	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LS86	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LS86	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LS86	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LS86	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured bacterium LS86	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured Bacteroides sp. NS1F1	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured Bacteroides sp. NS1F1	HIT 3667	58.9
Bacteroidetes	Bacteroides vulgatus et rel.	Bacteroides vulgatus	uncultured Bacteroides sp. NS1F1	HIT 3907	56.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLC36	uncultured bacterium ABLC36	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLC36	uncultured bacterium ABLC36	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLC36	uncultured bacterium ABLC36	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLC8	uncultured bacterium ABLC8	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLC8	uncultured bacterium ABLC8	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLC8	uncultured bacterium ABLC8	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLCf3	uncultured bacterium ABLCf3	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLCf3	uncultured bacterium ABLCf3	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLCf3	uncultured bacterium ABLCf3	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLCf3	uncultured bacterium ABLCf3	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLCf3	uncultured bacterium ABLCf3	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium ABLCf3	uncultured bacterium ABLCf3	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCA9	uncultured bacterium HuCA9	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCA9	uncultured bacterium HuCA9	HIT 2440	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCA9	uncultured bacterium HuCA9	HIT 2441	60.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCA9	uncultured bacterium HuCA9	HIT 2442	61
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCA9	uncultured bacterium HuCA9	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCA9	uncultured bacterium HuCA9	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	Bacteroides sp. CJ69	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	Bacteroides sp. CJ69	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	Bacteroides sp. CJ69	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium (human infant) L13dG	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium (human infant) L13dG	HIT 2441	60.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium (human infant) L13dG	HIT 2442	61
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium (human infant) L13dG	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium (human infant) L13dG	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium cadhufec18f03	HIT 2440	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium cadhufec18f03	HIT 2441	60.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium cadhufec18f03	HIT 2442	61
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCA36	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCA36	HIT 2440	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCA36	HIT 2442	61
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCA36	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCA36	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCB3	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCB3	HIT 2440	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCB3	HIT 2441	60.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCB3	HIT 2442	61
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCB3	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuCB3	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuDI86	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuDI86	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured bacterium HuDI86	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured Bacteroides sp. NS2C9	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured Bacteroides sp. NS2C9	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB3	uncultured Bacteroides sp. NS2C9	HIT 2858	59.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	Bacteroides sp. CO55	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	Bacteroides sp. CO55	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	Bacteroides sp. CO55	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured bacterium HuCB6	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured bacterium HuCB6	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured bacterium HuCB6	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured bacterium HuCB6	HIT 16	61.3
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured bacterium HuCB6	HIT 17	60.5
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured bacterium HuCB6	HIT 18	58.4
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured Bacteroides sp. NO2-34	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured Bacteroides sp. NO2-34	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium HuCB6	uncultured Bacteroides sp. NO2-34	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC45	uncultured bacterium LCLC45	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC45	uncultured bacterium LCLC45	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC45	uncultured bacterium LCLC45	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCLC5	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCLC5	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCLC5	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCLC68	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCLC68	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCLC68	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCRC12	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCRC12	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCRC12	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCTI19	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCTI19	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCTI19	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCTI76	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCTI76	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC5	uncultured bacterium LCTI76	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCLC6	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCLC6	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCLC6	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCLC9	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCLC9	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCLC9	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCRC7	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCRC7	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCRC7	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCTI15	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCTI15	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCTI15	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCTI3	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCTI3	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCLC6	uncultured bacterium LCTI3	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCLC28	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCLC28	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCLC28	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCRC13	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCRC13	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCRC13	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCRC22	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCRC22	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCRC22	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCTI26	HIT 13	62.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCTI26	HIT 14	60.1
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium LCRC22	uncultured bacterium LCTI26	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium OLDA-A2	uncultured bacterium OLDA-A2	HIT 15	60.8
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium OLDA-A2	uncultured bacterium OLDA-A2	HIT 2857	56.7
Bacteroidetes	Bacteroides vulgatus et rel.	uncultured bacterium OLDA-A2	uncultured bacterium OLDA-A2	HIT 2858	59.5
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Bacteroides sp. CS24	HIT 37	61.3
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Bacteroides sp. CS24	HIT 38	58.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Bacteroides sp. CS24	HIT 39	60.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Bacteroides sp. CS24	HIT 4682	57.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Bacteroides sp. CS24	HIT 4683	55.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Parabacteroides distasonis	HIT 1842	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Parabacteroides distasonis	HIT 2501	59.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium cadhufec20c09	HIT 1842	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium cadhufec20c09	HIT 2501	59.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium cadhufec68c10	HIT 1842	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium cadhufec68c10	HIT 2501	59.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Uncultured bacterium clone Eldhufec051	HIT 1842	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	Uncultured bacterium clone Eldhufec051	HIT 2501	59.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium HuRC14	HIT 37	61.3
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium HuRC14	HIT 38	58.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium HuRC14	HIT 39	60.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium HuRC14	HIT 4682	57.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium HuRC14	HIT 4683	55.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 1842	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 2501	59.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 37	61.3
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 38	58.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 39	60.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 4682	57.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured bacterium M894	HIT 4683	55.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured Bacteroides sp. NS4A7	HIT 37	61.3
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured Bacteroides sp. NS4A7	HIT 38	58.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured Bacteroides sp. NS4A7	HIT 39	60.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured Bacteroides sp. NS4A7	HIT 4682	57.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides distasonis	uncultured Bacteroides sp. NS4A7	HIT 4683	55.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	Parabacteroides goldsteinii	HIT 4693	60
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium MU87	HIT 4693	60
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium MU87	HIT 4694	58.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium MU87	HIT 4695	57.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium MU87	HIT 4697	57.6
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium MU87	HIT 4698	60.7
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium OLDC-F6	HIT 3715	59.4
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium OLDC-F6	HIT 3716	56.8
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium OLDC-F6	HIT 3717	60.5
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides goldsteinii	uncultured bacterium OLDC-F6	HIT 4779	55.7
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 2239	60.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 2240	59.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 2241	63.4
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 2243	61
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 2244	58.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 68	59.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	bacterium adhufec55	HIT 71	60.8
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	Parabacteroides merdae	HIT 2239	60.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	Parabacteroides merdae	HIT 68	59.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	Parabacteroides merdae	HIT 69	61.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium cadhufec18g07	HIT 2244	58.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	Uncultured bacterium clone Eldhufec059	HIT 2243	61
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	Uncultured bacterium clone Eldhufec059	HIT 2244	58.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	Uncultured bacterium clone Eldhufec059	HIT 71	60.8
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium LT42	HIT 2239	60.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium LT42	HIT 2244	58.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium LT42	HIT 68	59.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium LT42	HIT 69	61.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium OLDA-A1	HIT 2239	60.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium OLDA-A1	HIT 68	59.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium OLDA-A1	HIT 69	61.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium OLDA-B10	HIT 3673	60.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium OLDA-B10	HIT 3674	58.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured bacterium OLDA-B10	HIT 3675	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured Bacteroides sp. NS4C1	HIT 2239	60.9
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured Bacteroides sp. NS4C1	HIT 68	59.1
Bacteroidetes	Parabacteroides distasonis et rel.	Parabacteroides merdae	uncultured Bacteroides sp. NS4C1	HIT 69	61.2
Bacteroidetes	Parabacteroides distasonis et rel.	uncultured bacterium ABLCf15	uncultured bacterium ABLCf15	HIT 1840	58.8
Bacteroidetes	Parabacteroides distasonis et rel.	uncultured bacterium ABLCf15	uncultured bacterium ABLCf15	HIT 1841	62.2
Bacteroidetes	Parabacteroides distasonis et rel.	uncultured bacterium ABLCf15	uncultured bacterium ABLCf15	HIT 1842	60.2
Bacteroidetes	Parabacteroides distasonis et rel.	Uncultured bacterium clone Eldhufec042	Uncultured bacterium clone Eldhufec042	HIT 1842	60.2
